Network Management Card AOS v6.9.6
RPDU 2g APP v6.9.6
NMC Serial Number: 5A2111E02041

Model Number: AP8853
RPDU Serial Number: 5A2111E02646
Hardware Revision: 02
NMC BM Version: 1.0.9

Date     	Time     	Name	Contact	Location	System IP
02/10/2025	09:34:31	apc48764F	Unknown	Unknown	0.0.0.0

		RPDU 1* (SN:5A2111E02646)   	   	   	   	   	   	   	Bank I.A	   	Bank I Max.A	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A	1	2	1	2
02/08/2025	22:21:12	1.12	1.15	26888.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	22:11:12	1.12	1.15	26888.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	22:01:11	1.12	1.15	26888.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	21:51:11	1.15	1.17	26888.2	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	21:41:11	1.15	1.15	26888.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	21:31:11	1.14	1.17	26887.8	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	21:21:11	1.14	1.17	26887.6	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	21:11:11	1.16	1.17	26887.4	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/08/2025	21:01:11	1.14	1.17	26887.3	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	20:51:11	1.17	1.17	26887.1	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/08/2025	20:41:11	1.14	1.17	26886.9	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	20:31:11	1.14	1.17	26886.7	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	20:21:11	1.17	1.17	26886.5	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/08/2025	20:11:11	1.14	1.17	26886.3	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	20:01:11	1.16	1.16	26886.1	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/08/2025	19:51:11	1.14	1.17	26885.9	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	19:41:11	1.15	1.17	26885.7	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	19:31:11	1.17	1.17	26885.6	   	   	5.4	5.4	2.2	3.3	2.2	3.3	
02/08/2025	19:21:11	1.15	1.17	26885.4	   	   	5.3	5.4	2.1	3.3	2.2	3.3	
02/08/2025	19:11:11	1.15	1.15	26885.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/08/2025	19:01:11	1.15	1.17	26885.0	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	18:51:11	1.15	1.17	26884.8	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/08/2025	18:41:11	1.17	1.17	26884.6	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/08/2025	18:31:11	1.14	1.17	26884.4	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	18:21:10	1.15	1.17	26884.2	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	18:11:10	1.15	1.17	26884.0	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	18:01:10	1.15	1.17	26883.9	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	17:51:10	1.15	1.17	26883.7	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	17:41:10	1.15	1.17	26883.5	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/08/2025	17:31:10	1.15	1.15	26883.3	   	   	5.3	5.3	2.1	3.2	2.2	3.2	
02/08/2025	17:21:10	1.15	1.17	26883.1	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	17:11:10	1.12	1.17	26882.9	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	17:01:10	1.12	1.15	26882.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	16:51:10	1.12	1.17	26882.5	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	16:41:10	1.12	1.17	26882.3	   	   	5.2	5.4	2.1	3.2	2.2	3.3	
02/08/2025	16:31:10	1.14	1.17	26882.2	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	16:21:10	1.12	1.15	26882.0	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/08/2025	16:11:10	1.12	1.15	26881.8	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/08/2025	16:01:10	1.14	1.17	26881.6	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	15:51:10	1.12	1.15	26881.4	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/08/2025	15:41:10	1.15	1.17	26881.2	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	15:31:10	1.15	1.15	26881.0	   	   	5.3	5.3	2.1	3.2	2.2	3.2	
02/08/2025	15:21:10	1.12	1.15	26880.8	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/08/2025	15:11:10	1.14	1.17	26880.7	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	15:01:10	1.12	1.15	26880.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	14:51:10	1.12	1.17	26880.3	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	14:41:09	1.15	1.15	26880.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	14:31:09	1.12	1.17	26879.9	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	14:21:09	1.12	1.15	26879.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	14:11:09	1.12	1.17	26879.5	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	14:01:09	1.12	1.15	26879.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	13:51:09	1.12	1.15	26879.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	13:41:09	1.12	1.17	26879.0	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/08/2025	13:31:09	1.15	1.15	26878.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/08/2025	13:21:09	1.12	1.15	26878.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	13:11:09	1.15	1.15	26878.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	13:01:09	1.12	1.15	26878.2	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/08/2025	12:51:09	1.14	1.17	26878.0	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/08/2025	12:41:09	1.14	1.15	26877.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	12:31:09	1.15	1.15	26877.7	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	12:21:09	1.12	1.15	26877.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	12:11:09	1.15	1.15	26877.3	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	12:01:09	1.12	1.15	26877.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:51:09	1.12	1.15	26876.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:41:09	1.12	1.15	26876.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:31:09	1.15	1.15	26876.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:21:09	1.12	1.15	26876.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:11:08	1.12	1.15	26876.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	11:01:08	1.12	1.15	26876.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	10:51:08	1.12	1.15	26875.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	10:41:08	1.12	1.15	26875.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	10:31:08	1.12	1.15	26875.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	10:21:08	1.12	1.15	26875.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	10:11:08	1.12	1.12	26875.0	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/08/2025	10:01:08	1.12	1.12	26874.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/08/2025	09:51:08	1.12	1.12	26874.7	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/08/2025	09:41:08	1.12	1.12	26874.5	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/08/2025	09:31:08	1.12	1.15	26874.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/08/2025	09:21:08	1.12	1.12	26874.1	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	09:11:08	1.12	1.12	26873.9	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	09:01:08	1.12	1.12	26873.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:51:08	1.12	1.12	26873.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:41:08	1.12	1.12	26873.4	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:31:08	1.12	1.12	26873.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:21:08	1.12	1.12	26873.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:11:08	1.12	1.12	26872.8	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	08:01:08	1.12	1.12	26872.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	07:51:08	1.12	1.12	26872.5	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/08/2025	07:41:08	1.12	1.12	26872.3	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/08/2025	07:31:07	1.12	1.12	26872.1	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	07:21:07	1.10	1.12	26871.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	07:11:07	1.10	1.12	26871.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	07:01:07	1.10	1.12	26871.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	06:51:07	1.10	1.12	26871.4	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	06:41:07	1.10	1.12	26871.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	06:31:07	1.10	1.12	26871.0	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	06:21:07	1.10	1.10	26870.8	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/08/2025	06:11:07	1.10	1.10	26870.6	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/08/2025	06:01:07	1.10	1.10	26870.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:51:07	1.10	1.10	26870.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:41:07	1.10	1.10	26870.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:31:07	1.10	1.10	26869.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:21:07	1.10	1.10	26869.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:11:07	1.10	1.10	26869.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	05:01:07	1.10	1.10	26869.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:51:07	1.10	1.10	26869.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:41:07	1.10	1.10	26869.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:31:07	1.10	1.10	26868.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:21:07	1.10	1.10	26868.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:11:07	1.08	1.10	26868.5	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/08/2025	04:01:07	1.10	1.10	26868.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:51:06	1.10	1.10	26868.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:41:06	1.10	1.10	26867.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:31:06	1.10	1.10	26867.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:21:06	1.10	1.10	26867.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:11:06	1.10	1.10	26867.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	03:01:06	1.10	1.10	26867.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:51:06	1.10	1.10	26867.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:41:06	1.10	1.10	26866.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:31:06	1.10	1.10	26866.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:21:06	1.10	1.10	26866.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:11:06	1.10	1.10	26866.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	02:01:06	1.10	1.10	26866.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	01:51:06	1.10	1.10	26865.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	01:41:06	1.10	1.10	26865.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/08/2025	01:31:06	1.10	1.12	26865.6	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	01:21:06	1.10	1.10	26865.4	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/08/2025	01:11:06	1.10	1.12	26865.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	01:01:06	1.10	1.12	26865.0	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	00:51:06	1.10	1.12	26864.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	00:41:06	1.10	1.12	26864.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/08/2025	00:31:06	1.12	1.12	26864.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/08/2025	00:21:05	1.12	1.12	26864.3	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/08/2025	00:11:05	1.12	1.12	26864.1	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/08/2025	00:01:05	1.12	1.12	26863.9	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/07/2025	23:51:05	1.12	1.12	26863.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	23:41:05	1.12	1.12	26863.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	23:31:05	1.12	1.14	26863.4	   	   	5.2	5.3	2.1	3.1	2.1	3.2	
02/07/2025	23:21:05	1.12	1.12	26863.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	23:11:05	1.12	1.12	26863.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	23:01:05	1.12	1.14	26862.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:51:05	1.12	1.15	26862.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:41:05	1.12	1.15	26862.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:31:05	1.12	1.15	26862.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:21:05	1.12	1.15	26862.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:11:05	1.15	1.15	26861.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	22:01:05	1.15	1.15	26861.7	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	21:51:05	1.15	1.15	26861.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	21:41:05	1.14	1.15	26861.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	21:31:05	1.15	1.15	26861.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	21:21:05	1.15	1.15	26861.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	21:11:05	1.15	1.15	26860.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	21:01:05	1.14	1.15	26860.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:51:05	1.15	1.15	26860.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:41:05	1.14	1.15	26860.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:31:04	1.14	1.15	26860.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:21:04	1.15	1.15	26859.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:11:04	1.15	1.15	26859.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	20:01:04	1.15	1.15	26859.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	19:51:04	1.15	1.15	26859.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	19:41:04	1.14	1.15	26859.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	19:31:04	1.15	1.15	26858.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	19:21:04	1.15	1.15	26858.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/07/2025	19:11:04	1.15	1.15	26858.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	19:01:04	1.15	1.17	26858.3	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/07/2025	18:51:04	1.17	1.17	26858.1	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/07/2025	18:41:04	1.15	1.17	26857.9	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/07/2025	18:31:04	1.17	1.17	26857.7	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/07/2025	18:21:04	1.15	1.17	26857.6	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/07/2025	18:11:04	1.14	1.17	26857.4	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/07/2025	18:01:04	1.17	1.17	26857.2	   	   	5.4	5.4	2.2	3.2	2.2	3.2	
02/07/2025	17:51:04	1.15	1.17	26857.0	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/07/2025	17:41:04	1.15	1.17	26856.8	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	17:31:04	1.14	1.17	26856.6	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/07/2025	17:21:04	1.14	1.15	26856.4	   	   	5.3	5.3	2.1	3.2	2.2	3.2	
02/07/2025	17:11:04	1.15	1.17	26856.2	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	17:01:04	1.12	1.17	26856.1	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/07/2025	16:51:03	1.14	1.17	26855.9	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	16:41:03	1.12	1.17	26855.7	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/07/2025	16:31:03	1.15	1.15	26855.5	   	   	5.3	5.3	2.1	3.2	2.2	3.2	
02/07/2025	16:21:03	1.15	1.15	26855.3	   	   	5.3	5.3	2.2	3.2	2.2	3.2	
02/07/2025	16:11:03	1.12	1.15	26855.1	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/07/2025	16:01:03	1.14	1.17	26854.9	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	15:51:03	1.12	1.15	26854.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	15:41:03	1.12	1.17	26854.6	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/07/2025	15:31:03	1.14	1.17	26854.4	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	15:21:03	1.12	1.15	26854.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	15:11:03	1.12	1.15	26854.0	   	   	5.2	5.3	2.1	3.2	2.2	3.2	
02/07/2025	15:01:03	1.14	1.17	26853.8	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/07/2025	14:51:03	1.12	1.15	26853.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	14:41:03	1.12	1.15	26853.4	   	   	5.2	5.3	2.1	3.2	2.1	3.3	
02/07/2025	14:31:03	1.15	1.15	26853.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	14:21:03	1.12	1.15	26853.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	14:11:03	1.12	1.15	26852.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	14:01:03	1.12	1.15	26852.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:51:03	1.12	1.15	26852.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:41:03	1.12	1.15	26852.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:31:03	1.15	1.15	26852.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:21:02	1.12	1.15	26851.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:11:02	1.12	1.15	26851.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	13:01:02	1.12	1.15	26851.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:51:02	1.12	1.15	26851.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:41:02	1.15	1.15	26851.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:31:02	1.15	1.15	26851.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:21:02	1.12	1.15	26850.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:11:02	1.12	1.15	26850.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	12:01:02	1.15	1.15	26850.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:51:02	1.12	1.15	26850.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:41:02	1.12	1.15	26850.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:31:02	1.15	1.15	26849.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:21:02	1.12	1.15	26849.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:11:02	1.12	1.15	26849.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	11:01:02	1.12	1.15	26849.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	10:51:02	1.12	1.15	26849.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	10:41:02	1.12	1.15	26848.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	10:31:02	1.12	1.15	26848.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	10:21:02	1.12	1.14	26848.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	10:11:02	1.12	1.12	26848.4	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/07/2025	10:01:02	1.12	1.12	26848.2	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/07/2025	09:51:02	1.12	1.12	26848.0	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/07/2025	09:41:02	1.12	1.12	26847.8	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/07/2025	09:31:01	1.12	1.14	26847.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/07/2025	09:21:01	1.12	1.12	26847.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	09:11:01	1.12	1.12	26847.3	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	09:01:01	1.12	1.12	26847.1	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	08:51:01	1.12	1.12	26846.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/07/2025	08:41:01	1.12	1.12	26846.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	08:31:01	1.12	1.12	26846.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	08:21:01	1.12	1.12	26846.4	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/07/2025	08:11:01	1.12	1.12	26846.2	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/07/2025	08:01:01	1.12	1.12	26846.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/07/2025	07:51:01	1.10	1.12	26845.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	07:41:01	1.10	1.12	26845.6	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/07/2025	07:31:01	1.10	1.12	26845.4	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/07/2025	07:21:01	1.10	1.12	26845.3	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	07:11:01	1.10	1.12	26845.1	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	07:01:01	1.10	1.12	26844.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	06:51:01	1.10	1.12	26844.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	06:41:01	1.10	1.10	26844.5	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/07/2025	06:31:01	1.10	1.12	26844.3	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	06:21:01	1.10	1.10	26844.2	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/07/2025	06:11:00	1.10	1.10	26844.0	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/07/2025	06:01:00	1.10	1.10	26843.8	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/07/2025	05:51:00	1.10	1.10	26843.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	05:41:00	1.10	1.10	26843.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	05:31:00	1.10	1.10	26843.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	05:21:00	1.10	1.10	26843.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	05:11:00	1.10	1.10	26842.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	05:01:00	1.10	1.10	26842.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
