Network Management Card AOS v6.9.6
RPDU 2g APP v6.9.6
NMC Serial Number: 5A2111E02041

Model Number: AP8853
RPDU Serial Number: 5A2111E02646
Hardware Revision: 02
NMC BM Version: 1.0.9

Date     	Time     	Name	Contact	Location	System IP
02/10/2025	09:34:31	apc48764F	Unknown	Unknown	0.0.0.0

		RPDU 1* (SN:5A2111E02646)   	   	   	   	   	   	   	Bank I.A	   	Bank I Max.A	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A	1	2	1	2
02/07/2025	04:51:00	1.10	1.10	26842.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	04:41:00	1.10	1.10	26842.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	04:31:00	1.10	1.10	26842.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	04:21:00	1.07	1.10	26842.0	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/07/2025	04:11:00	1.10	1.10	26841.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	04:01:00	1.10	1.10	26841.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:51:00	1.10	1.10	26841.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:41:00	1.10	1.10	26841.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:31:00	1.10	1.10	26841.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:21:00	1.10	1.10	26840.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:11:00	1.10	1.10	26840.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	03:01:00	1.10	1.10	26840.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:51:00	1.10	1.10	26840.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:41:00	1.10	1.10	26840.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:30:59	1.10	1.10	26840.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:20:59	1.10	1.10	26839.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:10:59	1.10	1.10	26839.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	02:00:59	1.10	1.10	26839.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	01:50:59	1.10	1.10	26839.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	01:40:59	1.10	1.10	26839.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/07/2025	01:30:59	1.10	1.12	26838.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	01:20:59	1.10	1.12	26838.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	01:10:59	1.10	1.10	26838.6	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/07/2025	01:00:59	1.10	1.12	26838.4	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	00:50:59	1.10	1.12	26838.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	00:40:59	1.10	1.12	26838.0	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/07/2025	00:30:59	1.12	1.15	26837.8	   	   	5.2	5.3	2.1	3.1	2.1	3.2	
02/07/2025	00:20:59	1.10	1.12	26837.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	00:10:59	1.10	1.12	26837.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/07/2025	00:00:59	1.12	1.12	26837.3	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/06/2025	23:50:59	1.12	1.12	26837.1	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/06/2025	23:40:59	1.12	1.12	26836.9	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	23:30:59	1.12	1.12	26836.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	23:20:59	1.12	1.12	26836.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	23:10:59	1.12	1.15	26836.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	23:00:58	1.12	1.12	26836.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	22:50:58	1.12	1.15	26836.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	22:40:58	1.12	1.15	26835.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	22:30:58	1.12	1.15	26835.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	22:20:58	1.12	1.15	26835.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	22:10:58	1.12	1.15	26835.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	22:00:58	1.15	1.15	26835.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	21:50:58	1.15	1.15	26834.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	21:40:58	1.14	1.15	26834.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	21:30:58	1.15	1.15	26834.5	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	21:20:58	1.15	1.15	26834.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	21:10:58	1.14	1.15	26834.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	21:00:58	1.14	1.15	26833.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	20:50:58	1.15	1.15	26833.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	20:40:58	1.14	1.15	26833.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	20:30:58	1.15	1.16	26833.4	   	   	5.3	5.4	2.1	3.2	2.1	3.3	
02/06/2025	20:20:58	1.15	1.15	26833.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	20:10:58	1.14	1.15	26833.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	20:00:58	1.14	1.15	26832.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:50:58	1.14	1.15	26832.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:40:58	1.15	1.15	26832.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:30:58	1.14	1.15	26832.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:20:57	1.15	1.15	26832.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:10:57	1.15	1.15	26831.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	19:00:57	1.14	1.15	26831.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	18:50:57	1.15	1.15	26831.5	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	18:40:57	1.14	1.15	26831.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	18:30:57	1.15	1.15	26831.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	18:20:57	1.14	1.15	26830.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	18:10:57	1.14	1.17	26830.7	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	18:00:57	1.16	1.17	26830.5	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/06/2025	17:50:57	1.15	1.15	26830.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	17:40:57	1.14	1.15	26830.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	17:30:57	1.14	1.17	26830.0	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	17:20:57	1.14	1.17	26829.8	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/06/2025	17:10:57	1.15	1.17	26829.6	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	17:00:57	1.14	1.17	26829.4	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	16:50:57	1.15	1.17	26829.2	   	   	5.3	5.4	2.2	3.2	2.2	3.3	
02/06/2025	16:40:57	1.15	1.17	26829.0	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	16:30:57	1.15	1.15	26828.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	16:20:57	1.12	1.17	26828.7	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/06/2025	16:10:57	1.12	1.17	26828.5	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/06/2025	16:00:56	1.17	1.17	26828.3	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/06/2025	15:50:56	1.15	1.17	26828.1	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	15:40:56	1.14	1.17	26827.9	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	15:30:56	1.17	1.17	26827.7	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/06/2025	15:20:56	1.14	1.17	26827.5	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	15:10:56	1.15	1.17	26827.3	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/06/2025	15:00:56	1.14	1.17	26827.2	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	14:50:56	1.14	1.15	26827.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	14:40:56	1.14	1.17	26826.8	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	14:30:56	1.15	1.16	26826.6	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	14:20:56	1.14	1.17	26826.4	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/06/2025	14:10:56	1.15	1.17	26826.2	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	14:00:56	1.15	1.15	26826.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	13:50:56	1.14	1.17	26825.8	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	13:40:56	1.15	1.15	26825.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	13:30:56	1.15	1.17	26825.5	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	13:20:56	1.14	1.17	26825.3	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	13:10:56	1.15	1.17	26825.1	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/06/2025	13:00:56	1.14	1.17	26824.9	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/06/2025	12:50:56	1.14	1.17	26824.7	   	   	5.3	5.4	2.2	3.2	2.2	3.3	
02/06/2025	12:40:56	1.14	1.17	26824.5	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/06/2025	12:30:56	1.16	1.17	26824.3	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/06/2025	12:20:55	1.14	1.15	26824.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	12:10:55	1.14	1.15	26824.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/06/2025	12:00:55	1.15	1.15	26823.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:50:55	1.15	1.15	26823.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:40:55	1.15	1.15	26823.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:30:55	1.15	1.15	26823.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:20:55	1.15	1.15	26823.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:10:55	1.12	1.15	26822.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	11:00:55	1.14	1.15	26822.7	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:50:55	1.12	1.15	26822.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:40:55	1.15	1.15	26822.3	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:30:55	1.15	1.15	26822.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:20:55	1.12	1.15	26821.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:10:55	1.12	1.15	26821.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	10:00:55	1.12	1.14	26821.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	09:50:55	1.12	1.15	26821.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	09:40:55	1.12	1.15	26821.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	09:30:55	1.12	1.15	26821.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/06/2025	09:20:55	1.12	1.12	26820.8	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	09:10:55	1.12	1.12	26820.6	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	09:00:55	1.12	1.12	26820.4	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	08:50:55	1.12	1.12	26820.2	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	08:40:55	1.12	1.12	26820.0	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	08:30:54	1.12	1.12	26819.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	08:20:54	1.12	1.12	26819.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	08:10:54	1.12	1.12	26819.5	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	08:00:54	1.12	1.12	26819.3	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	07:50:54	1.12	1.12	26819.1	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	07:40:54	1.12	1.12	26818.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	07:30:54	1.12	1.12	26818.8	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/06/2025	07:20:54	1.12	1.12	26818.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	07:10:54	1.12	1.12	26818.4	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/06/2025	07:00:54	1.12	1.12	26818.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/06/2025	06:50:54	1.10	1.12	26818.0	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	06:40:54	1.10	1.12	26817.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	06:30:54	1.12	1.12	26817.7	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/06/2025	06:20:54	1.10	1.12	26817.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	06:10:54	1.10	1.10	26817.3	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	06:00:54	1.10	1.10	26817.1	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	05:50:54	1.10	1.10	26816.9	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	05:40:54	1.10	1.10	26816.8	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	05:30:54	1.10	1.10	26816.6	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	05:20:54	1.10	1.10	26816.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	05:10:54	1.10	1.10	26816.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	05:00:54	1.10	1.10	26816.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	04:50:53	1.10	1.10	26815.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	04:40:53	1.10	1.10	26815.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	04:30:53	1.10	1.10	26815.5	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	04:20:53	1.10	1.10	26815.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	04:10:53	1.10	1.10	26815.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	04:00:53	1.10	1.10	26815.0	   	   	5.1	5.1	2.1	3.0	2.1	3.0	
02/06/2025	03:50:53	1.10	1.10	26814.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	03:40:53	1.10	1.10	26814.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	03:30:53	1.10	1.10	26814.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	03:20:53	1.10	1.10	26814.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	03:10:53	1.10	1.10	26814.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	03:00:53	1.10	1.10	26813.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:50:53	1.10	1.10	26813.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:40:53	1.10	1.10	26813.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:30:53	1.10	1.10	26813.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:20:53	1.10	1.10	26813.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:10:53	1.10	1.10	26813.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	02:00:53	1.10	1.10	26812.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	01:50:53	1.10	1.10	26812.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	01:40:53	1.10	1.10	26812.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	01:30:53	1.10	1.10	26812.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/06/2025	01:20:53	1.10	1.10	26812.1	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	01:10:52	1.10	1.10	26811.9	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	01:00:52	1.10	1.10	26811.7	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	00:50:52	1.10	1.10	26811.5	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/06/2025	00:40:52	1.10	1.12	26811.3	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/06/2025	00:30:52	1.10	1.12	26811.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	00:20:52	1.10	1.12	26811.0	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	00:10:52	1.10	1.12	26810.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/06/2025	00:00:52	1.10	1.12	26810.6	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	23:50:52	1.10	1.12	26810.4	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	23:40:52	1.12	1.12	26810.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	23:30:52	1.12	1.12	26810.1	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	23:20:52	1.12	1.12	26809.9	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	23:10:52	1.12	1.12	26809.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	23:00:52	1.12	1.12	26809.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	22:50:52	1.12	1.12	26809.3	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	22:40:52	1.12	1.15	26809.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	22:30:52	1.12	1.15	26808.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	22:20:52	1.12	1.15	26808.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	22:10:52	1.12	1.15	26808.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	22:00:52	1.15	1.15	26808.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	21:50:52	1.15	1.15	26808.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	21:40:52	1.15	1.15	26808.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	21:30:52	1.15	1.15	26807.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	21:20:51	1.15	1.15	26807.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	21:10:51	1.15	1.15	26807.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	21:00:51	1.14	1.15	26807.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	20:50:51	1.15	1.15	26807.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	20:40:51	1.14	1.17	26806.9	   	   	5.3	5.4	2.1	3.2	2.1	3.3	
02/05/2025	20:30:51	1.15	1.15	26806.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	20:20:51	1.14	1.15	26806.5	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	20:10:51	1.14	1.15	26806.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	20:00:51	1.15	1.15	26806.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	19:50:51	1.14	1.15	26805.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	19:40:51	1.14	1.15	26805.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	19:30:51	1.15	1.15	26805.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	19:20:51	1.15	1.15	26805.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	19:10:51	1.15	1.15	26805.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	19:00:51	1.15	1.17	26805.0	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/05/2025	18:50:51	1.17	1.17	26804.8	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/05/2025	18:40:51	1.15	1.15	26804.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	18:30:51	1.15	1.17	26804.4	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/05/2025	18:20:51	1.15	1.15	26804.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	18:10:51	1.15	1.15	26804.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	18:00:51	1.12	1.17	26803.9	   	   	5.2	5.4	2.1	3.2	2.2	3.3	
02/05/2025	17:50:51	1.12	1.17	26803.7	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/05/2025	17:40:50	1.14	1.17	26803.5	   	   	5.3	5.4	2.2	3.2	2.2	3.3	
02/05/2025	17:30:50	1.12	1.17	26803.3	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/05/2025	17:20:50	1.15	1.17	26803.1	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/05/2025	17:10:50	1.12	1.15	26802.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	17:00:50	1.12	1.15	26802.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	16:50:50	1.12	1.17	26802.5	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/05/2025	16:40:50	1.15	1.15	26802.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	16:30:50	1.12	1.17	26802.2	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/05/2025	16:20:50	1.15	1.17	26802.0	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/05/2025	16:10:50	1.12	1.15	26801.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	16:00:50	1.12	1.15	26801.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:50:50	1.12	1.15	26801.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:40:50	1.12	1.15	26801.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:30:50	1.12	1.15	26801.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:20:50	1.12	1.15	26800.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:10:50	1.12	1.15	26800.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	15:00:50	1.12	1.15	26800.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:50:50	1.12	1.15	26800.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:40:50	1.12	1.15	26800.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:30:50	1.12	1.15	26799.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:20:50	1.12	1.15	26799.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:10:50	1.12	1.15	26799.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	14:00:49	1.12	1.15	26799.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:50:49	1.12	1.15	26799.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:40:49	1.12	1.15	26799.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:30:49	1.15	1.15	26798.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:20:49	1.15	1.15	26798.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:10:49	1.15	1.15	26798.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	13:00:49	1.15	1.15	26798.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	12:50:49	1.15	1.15	26798.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/05/2025	12:40:49	1.15	1.15	26797.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/05/2025	12:30:49	1.12	1.15	26797.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	12:20:49	1.12	1.15	26797.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	12:10:49	1.12	1.15	26797.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	12:00:49	1.12	1.15	26797.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	11:50:49	1.12	1.15	26796.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	11:40:49	1.12	1.15	26796.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	11:30:49	1.12	1.15	26796.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
